iq,cgpa,10th_marks,12th_marks,communication_skills,placed
89,8.21,81.7,61.26,4.6,0
70,8.43,61.14,53.09,6.6,0
118,7.71,76.27,79.36,6.4,1
114,5.15,73.19,82.86,6.7,1
101,7.52,73.41,70.24,6.8,0
103,8.73,86,74.82,6.2,1
116,8.03,71.39,60.95,6.7,1
103,7.95,73.95,76.6,5.7,0
114,5.78,59.13,80.78,9.3,1
96,6.78,77.06,68.58,5.8,1
120,7.91,69.12,95.29,6.4,0
105,7.91,80.79,64.95,5.9,0
103,8.71,70.49,78.4,5.9,1
81,7.36,81.05,85.18,7,0
104,7.91,78.55,74.07,6.8,0
88,7.52,96.72,72.74,6.3,1
90,6.51,84.97,57.85,6.6,1
88,5.24,61.6,91.29,5.9,1
84,7.93,67.35,72.96,7.6,0
132,7.67,80.55,81.45,10,1
120,6.88,70.7,83.07,5.7,1
129,5.88,50.32,67.46,7.6,0
82,8.13,93.5,72.63,7.1,1
101,7.23,87.2,91.01,8,1
81,8.06,85.21,61.59,8,1
90,9.36,73.93,100,7.3,1
86,5.36,84.28,66.06,6.9,0
119,6.8,72.96,60.85,6.3,0
94,7.29,82.05,76.59,5.9,1
116,8.95,70.79,100,6.9,1
109,5.86,95.16,52.07,5.1,1
135,9.44,64.3,73.31,6.1,0
78,7.64,92.32,80.72,8.7,0
119,7.4,80.39,75.4,7.1,1
117,7.3,75.11,79.58,8.3,1
85,7.06,81.67,66.38,9.2,1
115,8.55,87.33,67.8,6.7,1
105,6.43,93.67,73.22,7.3,0
97,7.85,83.13,61.44,6.5,0
88,7.12,71.09,74.46,5.8,0
89,6.74,80.56,70.34,5.6,0
131,10,98.17,69.36,8.3,1
100,7.92,93.48,78.85,7.3,1
112,8.11,89.09,53.15,9.8,1
88,8.64,87.96,72.25,8.5,1
88,6.08,86.99,100,5.9,1
116,9.25,91.59,61.97,8.3,1
80,4.99,75.43,90.43,6.5,0
94,6.73,66.45,75.66,8.8,0
101,7.04,80.69,67.76,6.3,0
102,8.08,71.82,59.15,5.4,1
97,7.72,69.45,76.68,5.8,1
106,7.33,72.8,92.44,5.9,1
110,7.49,100,70.33,5.7,0
111,6.52,81.36,74.03,6.1,0
85,6,83.62,87.12,8.3,0
96,8.23,67.78,79.09,9.7,0
118,8.19,61.56,56.13,5,1
113,9.08,71.81,76.19,8.9,1
79,6.71,94.38,93.15,6.3,1
105,8.19,83.34,74.56,7.5,1
70,7.22,85.99,42.1,4.5,1
101,8.69,87.39,79.66,7.8,0
128,8.52,74.09,72.62,4,0
86,7.71,93.88,53.05,7.5,1
87,7.16,73.67,54.85,7.4,0
111,8.46,94.06,86.7,7.3,1
77,8.15,84.42,66.21,5.9,0
91,6.82,62.11,64.11,7.8,0
109,6.17,72.52,74.57,7.6,1
90,7.21,62.15,67.27,6.7,1
96,9.02,91.63,76.2,8,1
111,8.65,79.75,72.57,6.9,0
106,6.39,57.72,60.6,7.8,0
104,6.33,83.76,68.87,6.8,0
95,8.77,74.63,80.31,7.3,1
106,6.36,65.16,75.5,7.9,0
98,8.01,96.78,74.02,6.4,0
107,6.88,81.07,98.25,5.1,0
93,9.12,77.07,83.77,7.4,1
97,6.73,76.01,85.23,8.8,0
85,8.64,64.87,73.01,7.4,1
99,7.68,66.95,77.64,7.5,1
88,7.75,92.85,69.83,6.9,1
83,5.53,75.26,84.33,8.1,1
104,5.3,80.22,73.68,6.7,0
103,7.28,59.56,77.67,6.3,1
112,7.75,66.82,76.93,8.7,0
94,6.37,86.1,74.78,6.2,1
106,6.41,83.78,100,8.3,1
108,8.06,97.53,67,8.7,1
107,8.06,93.43,66.89,7.9,1
88,7.36,77.69,83.33,5.1,1
102,8.28,84.73,67.86,7,0
105,6.33,76.83,71.5,6.7,0
100,7.14,100,61.96,6.3,1
70,9.15,91.49,80.9,7.2,1
102,7.57,81.7,81.05,8.2,1
133,7.63,82,71.22,6.3,0
95,9.81,94.45,83.58,6.7,0
89,6.1,85.8,52.7,6.6,0
106,8.3,95.59,66.52,8.7,1
105,9.16,58.06,72.96,6.6,1
118,7.18,84.61,60.93,5.1,1
81,8.36,74.85,54.02,4.6,0
111,6.52,97.56,71.31,7.5,1
109,6.81,95.46,83.33,5.9,0
98,7.88,80.33,90.39,8,1
105,8.3,95.36,68.43,5,1
115,8.62,97.83,83.8,6.2,1
113,9.07,80.74,82.64,5,1
83,7.43,100,89.62,7.7,1
112,8.69,79.69,70.8,8,0
99,7.16,77.85,53.42,7.5,1
101,8.4,88.66,75.84,5.4,1
101,7.71,76.46,62.83,5.9,1
98,7.95,80.85,66.32,7.4,0
118,7.92,94.09,71.39,4.5,1
99,5.9,80.19,70.93,6.6,1
83,6.38,63.05,76.7,9.3,1
94,7.6,83.67,83.44,6.7,1
103,5.81,73.04,70.59,4.8,0
118,8.33,88.65,79.75,6.1,1
109,8.37,86.96,75.18,6.1,0
87,7.83,94.71,86.23,10,0
137,6.38,89.08,72.74,9.5,0
104,8.88,90.9,74.05,8.1,1
119,9.54,73.31,70.51,6.5,1
98,7.65,88.04,73.05,8.8,0
108,8.01,99.68,65.6,5.3,0
113,7.7,73.11,64.41,8.6,1
118,8.03,98,84.31,8.4,1
116,7.38,74.51,62,6.8,0
113,7.47,71.48,71.17,8.7,1
95,8.41,82.96,87.18,6.3,0
91,9.85,87.16,70.77,5.1,1
105,6.1,89.12,84.94,8.5,1
114,7.4,70.38,67.91,6.9,1
97,6.32,84.35,62.39,7.9,1
116,9.09,73.14,55.86,9.7,1
122,6.91,65.11,90.75,5.9,0
86,6.06,70.71,61.36,6.8,0
87,8.14,72.49,83.97,9.4,0
98,9.24,85.22,63,8,1
105,8.16,91.52,90.81,6,1
92,7.7,65.27,100,5.6,1
120,7.91,83.52,54.76,6.2,0
106,8.91,68.23,61.98,5.9,1
101,6.63,86.29,84.28,7.4,1
78,7.39,73.77,81.16,7.1,0
80,7.05,69.49,84.32,7.4,1
104,6.33,88,68.11,5.7,0
70,7.17,74.13,98.85,6.9,0
115,8.61,76.84,76.42,3.9,1
98,8.07,57.8,60.4,7.2,1
145,8.14,89.47,71.96,8.8,0
135,7.65,88.21,60.56,4.9,1
97,8.02,80.05,94.09,7.7,1
98,6.7,64.72,67.08,6.1,0
115,7.19,92.09,80.91,8.2,1
126,7.69,73.34,69.35,7.2,0
75,7.78,75.47,67.62,7.6,0
73,7.82,100,52.08,7.1,0
91,7.36,72.96,82.18,9,0
109,7.12,87.42,90.59,7.5,1
107,10,85.62,64.01,5.9,0
116,8.41,83.9,56.46,7.1,1
82,7.91,82.82,84.64,6.4,1
70,7.27,83.76,55.25,7.2,0
113,7.05,82.72,89.63,6.4,1
88,7.37,79.48,64.15,6,0
70,7.79,95.11,61.76,7.3,1
102,5.62,66.87,77.98,7.1,0
112,5.93,90.21,62.54,8.6,1
98,6.86,88.22,66.51,6.4,1
93,7.71,86.98,79.25,4,1
98,7.26,91.17,45.85,6.5,1
94,8.98,79.07,94.71,4.6,1
80,6.02,61.31,75.52,7.6,0
89,6.75,79.28,59.48,4.5,0
108,9.02,70.09,62.79,5.5,1
105,7.63,72.68,86.9,6.5,1
103,8.38,67.58,82.21,9.3,1
85,9.55,75.23,91.64,5.4,1
97,6.81,74.03,66.81,7,0
70,7.4,56.22,78.56,7.9,1
103,7.23,87,80.12,9.2,0
121,5.55,100,83.34,8.2,1
78,7.19,86.06,88.53,8.6,0
91,8.38,77.97,66.39,8.3,0
105,8.04,79.45,73.63,5.2,1
119,8.12,75.79,67.68,7.5,0
93,7.12,80.9,74.37,8.3,0
90,6.84,79.63,83.38,5.6,0
70,8.77,71.59,55.15,6.1,0
102,7,96.83,88.31,5.8,0
131,7.79,65.13,61.33,8.2,0
104,7.66,87.18,71.31,6.9,1
100,8.96,78.99,89.93,6.5,1
105,8.47,99.01,78.94,5.1,1
100,6.2,83.41,79.07,6.9,1
88,6.31,76.4,60.83,6.1,0
112,8.08,77.52,62.47,7.4,1
103,7.44,80.4,86.3,5.3,0
100,7.04,68.57,67.93,7.3,1
85,8.52,72.33,69.06,6.3,1
120,7.69,62.15,86.57,5.1,0
110,7.55,70.77,62.4,5,1
92,8.28,80.94,78.23,5.2,0
115,7.12,83,75.51,6.7,0
93,9.07,60.21,74.97,7.2,0
88,6.71,78.63,68.78,7.4,0
89,8.16,85.63,68.04,7.5,0
73,8.93,78.37,62.06,5.9,0
107,6.12,73.66,80.79,8.6,1
73,7.16,75.88,66.98,6.3,0
82,8.64,74.59,86.62,7.7,0
70,8.66,73.63,72.31,6.8,0
99,7.33,81.74,62.3,7.6,1
98,6.77,100,72.15,6.7,0
95,8.46,72.56,70.07,7.6,0
84,8.68,76.82,87.11,7,1
82,6.34,79.48,70.57,8.2,0
107,6.3,73.13,71.69,5.8,0
92,7.73,90.98,91.94,4.3,0
105,8.13,56.29,81.1,5.5,1
87,7.2,74.69,94.95,8.6,1
103,8.18,88.18,90.11,6.8,1
120,6.79,77.06,64.35,7.1,0
109,5.39,71.79,86.88,5.4,1
94,7.08,84.41,93.3,7.1,1
104,7.56,89.06,93.39,5.5,1
96,7.22,82.11,86.86,5.7,1
100,6.34,71.99,86.61,6.4,0
95,5.68,84.56,71.37,7.7,0
98,6.99,75.98,64.95,7.8,0
103,8.4,87.45,70.77,7.9,1
85,8.76,94.83,55.02,4.6,0
85,8.69,53.94,91.11,7,1
79,6.68,81.11,71.6,6.7,0
76,6.35,62.64,90.5,4.7,0
82,8,100,60.22,7,0
102,8.14,75.32,87.99,6.6,1
87,7.9,87.46,69.06,7.8,1
108,5.49,79.65,59.59,7.1,1
101,6.63,71.97,94.53,6.2,0
70,7.47,70.78,88.29,8.4,1
110,7.99,95.86,77.54,3.7,1
112,8.27,89.56,75.41,6.9,0
85,7.64,99.44,80.27,4.4,0
106,7.83,80.55,77.34,5.6,1
87,7.58,82.88,65.49,7.8,1
101,8.19,77.33,70.06,5.1,1
81,7.81,77.13,98.53,4.9,0
73,7.57,69.58,100,10,0
94,7.23,80.84,93.75,5,1
98,7.58,72.11,80.74,9.5,0
94,7.98,84.42,70.95,6.7,1
82,7.77,81.7,65.42,6.2,1
94,7.88,82.88,66.21,7.9,0
104,8.84,96.75,68.36,9,1
99,7.77,79.62,100,5.3,0
103,6.85,87.57,96.68,6.2,0
90,8.38,100,83.96,8.3,1
118,6.13,93.07,63.47,7.4,1
82,6.42,91.53,85.72,8.7,1
107,7.84,76.93,72.14,7.8,0
118,8.02,82.3,49.16,9.7,1
107,6.25,66.82,78.45,7.3,1
97,7.12,84.99,64.9,7.3,1
92,6.89,82.74,65.3,7.5,0
116,7.01,80.23,72,6.8,1
79,8.44,90.27,69.02,8.3,1
85,8.21,67.92,74.59,7.4,0
94,7.48,96.35,74.01,8.2,1
119,6.95,89.02,52.49,8.4,1
106,6.15,79.29,93.24,7.6,0
85,8.92,78.51,63.2,7.8,0
95,8.09,84.81,63.57,5.5,1
91,6.79,95.21,71.06,6.2,1
89,8.22,81.02,73.7,8.3,1
115,7.43,81.44,92.51,9.1,1
79,7.21,80.18,78.23,4.1,0
124,7.94,97.82,81.8,6.1,1
112,6.76,76.31,78.29,7,0
116,7.16,79.7,77.78,5.7,1
93,7.62,94.63,78.72,5.8,0
98,7,81.47,51.81,7.7,0
79,8.17,91.37,72,9.4,0
92,9.37,70.89,88.95,4,1
107,6.75,77.95,100,6.7,0
119,5.83,94.84,60.55,7.7,1
83,5.5,73.24,80.08,8.2,0
95,7.35,78.49,68.15,7.5,0
98,6.84,82.57,99.57,9.6,1
79,7.71,70.11,58.75,7,0
109,7.63,75.86,82.5,9,0
89,5.9,81.13,58.11,6,0
97,5.69,80.47,71.18,7.1,0
93,7.8,92.8,74.59,5.2,1
88,7.64,95.41,87.84,8.4,1
100,7.07,71.44,62.07,6.8,0
97,5.84,81.11,82.96,7.5,1
94,7.97,86.74,75.23,6.5,0
89,8.77,95.16,78.27,7.9,1
105,7.78,87.18,86.5,7.6,1
125,6.65,82.91,59.61,5.5,1
102,7.54,86.67,84.73,5.6,0
115,6.13,86.74,68.17,7,1
79,8.56,70.72,88.15,8,1
102,7.58,81.93,79.01,9.8,1
84,5.73,94.59,72.49,7.5,1
78,7.2,77.93,67.92,8.5,1
89,7.96,81.29,84.88,4.6,1
118,7.17,77.57,90.13,10,0
114,7.22,56.86,68.61,7.9,1
104,6.28,80.21,61.4,6.9,1
77,8.07,83.02,83.33,6.8,0
97,6.85,74.88,57.62,5.3,0
105,5.34,68.45,59.33,5.8,0
103,7.13,71.19,62.25,9.9,1
72,8.48,87.64,70.01,5.5,1
87,7.11,99.73,58.96,5.5,1
99,9.24,93.82,51.73,5.9,1
108,7.93,66.56,61.37,5.2,0
70,7.84,88.55,82.71,7,1
98,7.37,73.37,59.74,8.6,0
102,7.43,74.18,70.92,6.1,1
113,7.24,75.38,98.36,4.9,1
110,7.2,87.06,74.41,7.4,1
109,8.03,89.59,79.11,6.9,0
88,6.56,79.02,63.65,8.5,1
71,6.42,79.19,100,6.3,1
94,6.38,84.64,68.5,6.6,0
115,9.55,85.68,72.26,6.8,0
121,8.03,91.76,90.8,7.1,1
111,7.8,67.16,72.82,6.4,0
106,6.44,80.2,75.57,6.2,1
106,8.12,69.32,71.62,4.2,0
92,7.38,79.49,71.7,6.2,0
98,7.71,77.74,79.45,8.1,0
125,6.52,79.53,81.64,8.3,0
86,7.66,72,67.28,6.3,1
124,7.08,65.13,65.81,8.9,1
95,6.73,59.06,67.69,7,0
120,8.23,78.69,58.18,5,1
79,5.96,75.69,55.91,4.5,0
109,8.06,73.24,78.57,8.8,0
89,8.18,93.23,86.26,6.4,1
79,6.62,71.41,85.45,5.2,0
103,6.68,94.17,46.42,3.6,1
115,7.28,96.24,72.06,6.4,1
87,7.78,60.49,61.77,7.6,1
78,7.35,80.92,76.72,6,1
99,7.93,76,69.99,5.4,0
99,9.26,50.88,82.1,6.2,0
108,6.99,65.55,74.77,8.9,0
114,5.78,87.75,52.25,4.9,0
99,8.33,100,63.39,6,1
128,9.18,89.03,75.07,8.8,1
103,7.89,83.24,76.08,7.7,1
95,6.41,79.79,58.13,7.3,1
76,7.38,96.83,56.56,6,1
96,6.38,100,75.67,7,1
95,8.14,74.13,58.16,6.2,1
114,6.15,60,54.98,5.7,1
107,7.2,59.02,69.66,5.4,0
82,6.5,93.22,69.14,8.2,1
103,7.63,79.53,64.46,6.9,0
110,7.13,81.83,66.56,7.5,1
123,7.68,62.09,75.17,7.2,0
113,7.52,72.47,66.36,7.7,1
111,6.51,77.05,75.85,6.6,0
101,8.13,82.08,70.43,6.3,0
106,7.45,76.01,77.01,5.8,0
119,6.51,69.63,85.54,4.9,1
80,9.74,72.15,85.07,5.3,1
95,7.98,92.08,90.46,6.5,1
88,7.35,82.45,85.06,4.6,1
106,8.92,86.12,77.86,4.9,1
118,9.34,71.01,69.8,8.6,0
91,7.35,50.46,70.35,7.3,1
70,7.85,74.77,64.47,6.3,1
94,6.51,71.33,75.05,10,1
114,7.35,83.49,83.37,4.5,1
108,7.3,100,66.29,8.5,0
106,7.68,86.95,74.55,6.8,0
96,7.83,100,66.87,8.2,1
81,8.06,85.69,77.51,7.2,1
108,7.74,73.7,68.41,4.2,0
87,6.29,83.48,66.13,7.1,1
133,6.56,97.81,66.84,7.5,1
109,6.95,98.3,81.04,3.7,0
91,7.22,74.25,73.84,9.9,1
91,8.55,82.53,69.86,7.5,1
99,6.34,65.71,78.14,8,1
96,7.14,88.25,70.03,5.3,0
117,8.45,95.53,88.52,8,1
103,7.2,80.4,63.31,8.6,1
89,7.96,73.33,72.76,7.4,0
128,7.36,83.6,58.14,7,0
101,7.76,84.17,70.84,5.7,1
112,7.27,80.81,54.84,6.7,1
91,8.17,81.79,83.96,6.2,0
105,5.95,78.26,84.2,7.9,1
105,7.14,89.96,84.41,5.7,1
72,7.8,87.36,75.35,7.8,0
130,8.03,70.17,64.44,5.7,1
119,8.99,69.89,65.4,6.6,1
94,7.11,77.46,93.36,7.9,1
83,8.98,87.37,92.23,5.9,1
105,6.84,81.48,76.47,8,0
101,8.83,73.57,68.81,7.8,0
105,8.32,82.62,91.42,6.6,0
103,6.59,76.69,66.67,8.7,0
108,7.81,88.8,77.75,7.1,0
122,7.45,83.33,91.22,8.7,1
109,8.13,76.85,64.96,9.7,1
84,7.28,82.32,84.95,6.6,0
120,7.19,93.15,81.25,8,1
125,8.87,74.3,74.53,6,1
145,7.4,84.03,63.08,5.5,1
83,8.33,79.3,66.31,6.7,0
104,7.27,84.27,78.47,5,1
70,9.17,73.45,57.92,5.6,0
108,6.82,81.1,76.57,7.9,1
92,6.89,91.08,81.49,6.2,0
129,9.02,70.63,86.82,8.1,1
88,7.06,66.71,58.22,7.4,0
75,9.1,67.09,90.79,9.8,1
93,8.39,68.29,95.34,7.8,1
70,7.35,85.95,79.92,8.7,0
111,5.69,65.94,62.54,7.6,1
70,7.48,77.02,71.06,7.5,1
100,7.6,86.18,74.43,8.7,1
70,8.67,84.17,78.25,8,1
95,9.09,76.14,75.26,7.3,1
125,6.82,81.91,78.37,7.3,1
105,8.3,81.07,73.91,7.8,1
87,8.27,77.76,78.18,6,0
100,8.57,77.89,69.47,5.9,0
100,8,100,70.94,9.1,1
107,5.56,88.09,68.09,9.8,0
79,7.34,100,98.01,5.6,0
109,6.34,75.03,92.57,6,0
70,7.3,79.15,81.66,8.7,1
91,8.48,66.68,90.9,7.8,1
93,7.81,71.9,84.58,8,1
109,8.65,99.02,77.18,8.3,1
100,7.84,74.78,56.93,6.6,1
79,6.2,99.19,71.85,7.5,1
85,4.98,67.57,70.98,7.4,0
103,7.65,69.47,61.4,5.7,0
99,7.29,76.59,57.17,7.5,1
91,6.52,79.36,80.91,8.9,0
93,5.8,89.23,78.89,6.5,0
110,6.77,84.51,60.99,7.2,1
92,7.31,75.84,66.05,7.3,1
99,8.17,78.67,88.93,6.6,1
133,7.69,76.81,64.47,8,1
79,9.11,70.85,77.05,6,1
72,6.46,71.12,72.72,9,0
112,8.38,90.28,81.08,7.9,1
90,7.55,61.72,64.73,5.6,0
95,8.19,96.17,76.08,9.5,1
88,7.06,76.57,77.02,7.3,1
96,8.57,72.27,77.76,5.9,1
124,7.8,87.4,75.95,8.7,1
112,6.82,94.85,79.14,7.7,0
113,7.49,91.18,100,4.3,0
79,7.26,85.02,100,6.2,0
83,7.99,90.87,67.33,7.4,1
70,6.32,62.84,47.18,3.8,1
88,7.47,74.78,82.15,7.1,0
114,7.9,70.89,77.24,7.2,1
108,7.53,92.25,87.73,5.2,1
97,8.85,76.17,78.42,7.4,1
100,8.27,88.45,75.7,7,1
90,7.49,85.36,88.55,5.2,1
103,7.72,71.38,90.23,8.4,0
111,7.8,74.13,58.36,8.3,1
76,7.9,92.94,65.2,6.6,1
104,5.67,72.25,73.73,6.7,1
114,7.2,81.25,76.18,8.1,0
94,6.02,72.17,72.29,6.7,0
111,8.78,76.86,80.21,4.1,1
142,7.44,79.54,86.95,7.7,1
98,7.31,72.17,95.67,5.8,0
106,8.4,70.4,81.95,6.4,1
89,7.92,82.86,64.77,9.2,0
103,6.37,71.55,73.23,6.8,0
107,7.43,71.89,74.1,7,1
103,7.16,70.61,81.18,7.8,0
85,5.76,79.22,79.66,7.8,1
103,6.81,89.44,99.6,5.6,1
122,7.32,95.07,69.46,6.9,1
107,7.39,72.74,79.62,7.1,0
114,6.02,100,100,7.4,1
96,8.65,69.95,67.98,7.4,1
111,7.4,90.84,76.74,10,1
104,7.54,72.78,63.66,5.2,0
86,7.9,71.29,75.99,8.5,1
105,6.71,72.55,65.64,8.8,1
85,7.96,79.48,87.56,7.7,0
91,7.13,85.8,76.77,6,0
103,6.6,86.7,63.78,9.5,0
104,8.07,70.56,85.09,3.7,1
82,8.99,70.1,77.16,6,0
116,8.22,70.83,86.43,8.8,1
109,8.42,78.89,61.23,6.4,1
89,6.98,77.9,79.43,9.4,0
77,5.9,70.5,84.28,4.7,0
98,8.99,82.7,69.92,5.3,0
93,9.55,100,59.89,6.2,0
102,9.04,74.95,74.5,7.6,1
95,7.16,75.66,89.74,6.7,1
70,6.35,85.6,88.51,6.3,0
94,6.43,74.41,69.86,9.1,1
95,5.82,86.69,59.6,9.3,0
110,7.39,72.81,69.83,6.4,1
90,9.11,98.32,69.38,4.4,1
125,7.36,83.45,80.36,3.8,0
71,7.8,73.8,73.74,7.4,1
120,8.88,74.11,65.96,8,1
97,7.1,74.86,88.25,7.1,0
113,9.54,93.73,76.69,6.9,1
101,9.49,67.31,80.22,5.8,1
117,7.37,73.32,54.3,8,0
94,6.92,74.38,45.91,9.5,0
84,8.2,79.84,57.75,3.7,0
121,7.15,77.29,69.23,6.9,1
98,6.34,65.09,81.92,5.5,1
103,8.78,76,46.89,4.8,1
119,8.72,79,94.11,5.3,1
85,7.66,73.72,77.05,7.6,0
109,6.24,86.87,91.32,7.6,1
91,6.27,89.19,64.37,9.2,0
98,7.61,79.22,81.05,7,0
101,7,82.31,76.02,4.4,1
77,7.16,58.39,84.81,6.6,1
88,8.52,75.79,72.19,4.9,0
120,8.23,90.05,80.68,5.2,0
113,8.88,75.77,88.23,7.9,0
99,6.51,72.63,67.19,7.3,1
104,7.16,100,77.91,7.9,1
96,8.26,98.19,52.35,6.5,0
120,7.95,84.68,83.43,8.2,1
97,9.03,91.39,98.46,6.4,0
103,7.92,57.74,60.07,8.7,1
117,9.35,72.12,73.9,7.5,0
88,8.04,75.3,85.57,6.7,1
123,8.56,77.64,75.38,7.3,1
77,7.18,75.1,76.98,7,0
124,7.51,54.5,70.31,9.4,0
94,8.41,83.86,69.86,7.4,1
96,9.11,85.44,73.96,7,1
72,8.23,96.02,75.5,6.6,1
93,7.42,72.12,60.82,8.3,0
84,8.88,71.3,74.21,8.1,0
91,5.31,53.2,93.82,6.6,0
98,6.08,77.06,69.97,5.3,1
114,8.18,89.01,60.15,5.6,1
103,7.51,73.88,73.18,6.7,1
105,8.11,100,66.42,9,1
84,7.56,77.43,58.94,6.6,0
87,8.07,81.47,76.67,6.1,1
127,6.69,66.37,66.48,4.4,0
89,8.07,82.87,67.5,9.3,0
125,8.49,60.21,76.84,7.9,0
96,8.72,86.94,56.6,8.2,0
100,9.51,87.24,54.1,8.4,1
116,7.74,93.59,83.05,6.8,1
119,7.77,69.8,51.83,7.1,1
98,5.98,81.61,63.28,9.2,1
94,6.97,85.64,53.4,7.3,0
99,7.31,84.42,69.17,7.9,0
105,8.55,71.35,80.14,8.3,1
113,6.89,56.08,76.35,8,1
100,8.3,83.47,100,6.8,1
109,7.5,78.48,88.04,6.9,1
125,7.32,74.33,63.83,8.2,1
106,7.75,87.64,60.64,8.2,1
105,7.11,79.55,100,8.8,1
77,7.07,66.81,87.75,7.8,0
70,5.8,60.69,82.07,7.9,0
106,7.25,68.71,75.9,6.3,0
99,7.02,100,78.28,6.1,0
92,6.98,87.23,57.22,8.2,1
104,7.92,81.89,76.88,6.1,0
99,8.16,78.18,75.85,7,1
117,7.73,77.53,64.15,9.1,0
101,8.5,91.67,68.54,8.8,1
89,8.08,75.09,93.18,7.5,1
115,7.2,85.77,73.5,6.6,1
97,7.04,76.52,99.85,6.8,1
108,7.81,99.4,54.11,8.3,1
93,8.07,87.42,68.73,6.9,0
90,8.9,92.46,56.43,6.2,1
101,8.69,74.16,60.49,8.8,1
100,6.96,90.58,65.06,7.3,1
107,7.4,76.87,78.78,6.1,1
96,8.17,81.1,78.2,7.7,0
72,8.57,96.35,66.85,8.5,0
94,8.44,69.57,48.27,5.5,0
112,7.44,82.03,92.73,6.7,1
96,6.25,84.38,71.57,6.6,0
96,6.5,85.2,61.6,7.7,1
115,7.77,75.49,78.3,7.9,0
89,7.84,100,77.45,6.2,1
77,6.4,67.05,71.13,4.8,0
98,7.54,94.59,76.78,8.5,1
93,8.13,92.15,61.14,5.3,1
86,6.35,99.01,84.12,7.4,1
97,8.6,64.12,63.04,6.8,0
107,7.12,71.31,67.73,7.2,1
100,8.76,94.92,82.79,9.5,1
105,6.97,61.23,89.45,10,0
127,6.47,63.94,94.03,4.5,0
95,7.04,75.12,87.67,8.5,0
104,7.4,81.92,71.11,6.8,1
92,7.11,95.92,56.51,8.6,1
87,7.28,78.15,91.86,8.4,1
91,7.83,73.92,91.45,9.1,0
93,7.33,83.11,66.94,7.4,0
105,7.43,84.7,86.05,5.7,0
135,5.79,84.41,71.01,8.4,0
89,7.89,78.22,93.02,7.2,0
94,7.41,60.45,68.82,6.6,0
99,9.11,70.82,98.74,6.3,1
106,6.56,94.2,84.43,8.5,0
104,5.69,81.87,96.57,9.4,0
119,8.12,76.77,69.43,5.2,1
70,7.85,91.18,79.86,7.9,1
70,6.49,68.7,63.37,6.4,1
93,5.97,77.75,85.13,4.8,0
116,9.04,81.38,85.79,7.2,1
77,8.91,75.59,100,5.8,1
70,5.01,81.01,80.78,4.6,0
109,7.04,78.12,83.69,5.8,1
104,9.16,66.01,69.35,5.5,0
84,7.02,81.81,81.5,6,0
85,7.01,66.72,70.44,5,0
85,7.22,81.66,76.39,6.4,1
102,6.38,93.74,77.09,5.9,0
91,5.8,77.19,70.77,7.6,1
107,8.55,68.29,75.76,7.9,1
70,5.66,78.73,70.5,7.4,0
87,7.75,71.68,70.44,6.6,0
83,8.39,85.95,87.92,6.6,0
96,6.05,78.52,77.1,5.7,0
92,6.58,97.1,79.16,5.8,0
112,8.71,91.63,57.51,8.1,1
72,8.03,78.47,80.08,4.4,1
101,6.88,87.16,81.37,6.9,1
108,8.7,76.07,70.22,6.5,1
128,8.71,80.34,100,7.9,0
93,7.77,76.39,47.53,4.9,0
105,6.6,87.66,84.41,7,1
73,7.09,94.33,83.55,7.5,0
70,7.79,87.99,81.5,4.1,0
113,7.31,89.22,77.11,5.4,1
100,8.44,89.23,81.61,6.9,1
118,5.97,85.51,85.42,7.8,0
79,6.01,68.61,66.29,7.3,0
108,7.68,97.01,78.59,7.8,1
128,7.01,98.04,72.8,5.4,1
106,6.87,77.66,61.87,4.6,1
104,5.73,76.29,83.61,7.1,1
100,7.52,86.12,68.23,5.2,0
76,7.45,85.51,57.03,5.7,1
120,8.15,77.98,68.53,8.4,0
91,7.57,67.5,65.41,7.3,0
108,7.37,83.06,87.34,6.1,1
77,8.68,85.51,76.84,6,1
82,6.19,87.26,91.59,7.9,1
122,8.04,83.49,67,7.3,0
95,5.83,77.29,85.49,5.2,1
122,6.66,89.94,100,4.1,1
99,6.29,80.66,79.27,9.8,0
72,8.28,75.35,85.34,5.2,0
113,7.43,78.19,83.32,7.8,0
91,7.49,62.54,57.94,9.3,1
110,6.39,78.18,82.03,7.2,1
100,7.2,86.88,78.68,6.1,0
77,6.74,83.4,71.88,4.9,0
102,7.88,95.21,64.39,4.8,1
133,6.51,77.37,83.33,7.6,1
107,8.83,84.87,63.33,9.2,1
99,5.82,87.93,100,6.4,1
116,6.69,100,76.37,6.2,1
103,9.18,81.45,60.32,8,1
103,7.06,69.56,68.83,6,1
84,6.19,88.48,71.66,7.4,1
104,7.72,98.66,100,7.1,1
116,7.02,76.77,64.38,6.4,1
87,6.66,88.41,73.61,7,0
121,6.4,92.29,68.55,9.6,0
99,10,90.17,80.99,7.9,1
87,7.25,81.26,68.74,8.6,0
115,5.57,73.02,61.33,5.6,0
96,8.99,79.19,72.66,8.6,1
111,8.11,84.59,71.41,8,1
96,6.73,89.08,67.89,4.8,1
99,6.57,83.34,68.53,7.8,0
107,8.17,76.2,89.22,6.2,1
104,7.25,85.55,71.16,4.7,1
70,5.57,88.6,61.39,7.2,0
83,9.29,83.8,69.45,7.8,0
114,7.07,71.64,75.65,7.2,1
98,9,78.19,58.96,6.8,0
92,8.78,89.48,94.51,6.5,1
80,6.5,66.17,85.41,10,0
84,8.53,59.07,92.16,5.2,1
